token	case	degree	gend	lemma	mood	num	pers	pos	tense	voice	treated
,	-	-	-	,	-	-	-	u	-	-	,
ἁπαλοὶ	-	-	-	ἁπαλός	-	-	-	a	-	-	ἁπαλοὶ
δὲ	-	-	-	δέ	-	-	-	d	-	-	δὲ
πόδες	-	-	-	πούς	-	-	-	n	-	-	πόδες
,	-	-	-	,	-	-	-	u	-	-	,
τρηχεῖα	-	-	-	τραχύς	-	s	-	a	-	-	τρηχεῖα
δ	-	-	-	δ	-	-	-	n	-	-	δ
᾽	-	-	-	̓	-	-	-	u	-	-	 ̓
ὕπο	-	-	-	ὑπό	-	-	-	r	-	-	ὕπο
χθών	-	-	-	χθών	-	-	-	n	-	-	χθών
.	-	-	-	.	-	-	-	u	-	-	.
εἰ	-	-	-	εἰ	-	-	-	c	-	-	εἰ
δ	-	-	-	δ	-	-	-	-	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἐθέλεις	-	-	-	ἐθέλω	-	s	-	v	-	-	ἐθέλεις
,	-	-	-	,	-	-	-	u	-	-	,
πατρὸς	-	-	m	πατήρ	-	s	-	n	-	-	πατρὸς
κεφαλὴν	a	-	-	κεφαλή	-	s	-	n	-	-	κεφαλὴν
μέγαν	a	-	m	μέγας	-	s	-	a	-	-	μέγαν
ὅρκον	a	-	m	ὅρκος	-	s	-	n	-	-	ὅρκον
ὀμοῦμαι	-	-	-	ὄμνυμι	-	s	-	v	-	-	ὀμοῦμαι
:	-	-	-	:	-	-	-	n	-	-	:
275μὴ	-	-	-	μασμή	-	s	-	n	-	-	275μὴ
μὲν	-	-	-	μέν	-	-	-	a	-	-	μὲν
ἐγὼ	-	-	m	ἐγώ	-	s	-	p	-	-	ἐγὼ
μήτ	-	-	-	μήτε	-	s	-	p	-	-	μήτ
᾽	-	-	-	̓ ̓	-	-	-	p	-	-	 ̓
αὐτὸς	-	-	m	αὐτός	-	s	-	p	-	-	αὐτὸς
ὑπίσχομαι	-	-	-	ὑπίσχω	-	s	-	v	-	-	ὑπίσχομαι
αἴτιος	-	-	-	αἴτιος	-	s	-	a	-	-	αἴτιος
εἶναι	-	-	-	εἰμί	-	-	-	v	-	-	εἶναι
,	-	-	-	,	-	-	-	u	-	-	,
μήτε	-	-	-	μήτε	-	-	-	p	-	-	μήτε
τιν	-	-	-	τις	-	s	-	p	-	-	τιν
᾽	-	-	-	̓ ̓	-	-	-	p	-	-	 ̓
ἄλλον	a	-	m	ἄλλος	-	s	-	p	-	-	ἄλλον
ὄπωπα	-	-	-	ὁράω	-	s	-	v	-	-	ὄπωπα
βοῶν	-	-	-	βοῦς	-	s	-	n	-	-	βοῶν
κλοπὸν	-	-	m	κλοπός	-	s	-	n	-	-	κλοπὸν
ὑμετεράων	-	-	f	ὑμέτερος	-	p	-	a	-	-	ὑμετεράων
,	-	-	-	,	-	-	-	u	-	-	,
αἵ	-	-	f	ὅς	-	p	-	p	-	-	αἵ
τινες	-	-	m	τις	-	p	-	p	-	-	τινες
αἱ	-	-	-	ὁ	-	p	-	l	-	-	αἱ
βόες	-	-	-	βοῦς	-	p	-	n	-	-	βόες
εἰσί	-	-	-	εἰμί	-	p	-	v	-	-	εἰσί
:	-	-	-	:	-	-	-	u	-	-	:
τὸ	-	-	-	ὁ	-	s	-	l	-	-	τὸ
δὲ	-	-	-	δέ	-	-	-	n	-	-	δὲ
κλέος	a	-	-	κλέος	-	s	-	n	-	-	κλέος
οἶον	-	-	-	οἶος	-	s	-	a	-	-	οἶον
ἀκούω	-	-	-	ἀκούω	-	s	-	v	-	-	ἀκούω
.	-	-	-	.	-	-	-	u	-	-	.
ὣς	-	-	-	ὡς	-	-	-	d	-	-	ὣς
ἄρ	-	-	-	ἄρα	-	-	-	-	-	-	ἄρ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἔφη	-	-	-	φημί	-	s	-	v	-	-	ἔφη
καὶ	-	-	-	καί	-	-	-	c	-	-	καὶ
πυκνὸν	-	-	-	πυκνός	-	s	-	a	-	-	πυκνὸν
ἀπὸ	-	-	-	ἀπό	-	-	-	r	-	-	ἀπὸ
βλεφάρων	-	-	-	βλέφαρον	-	-	-	n	-	-	βλεφάρων
ἀμαρύσσων	n	-	-	ἀμαρύσσω	-	s	-	v	-	-	ἀμαρύσσων
ὀφρῦς	-	-	-	ὀφρύς	-	s	-	n	-	-	ὀφρῦς
ῥιπτάζεσκεν	-	-	-	ῥιπτάζω	-	s	-	v	-	-	ῥιπτάζεσκεν
ὁρώμενος	-	-	m	ὁράω	-	s	-	v	-	-	ὁρώμενος
ἔνθα	-	-	-	ἔνθα	-	-	-	d	-	-	ἔνθα
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
ἔνθα	-	-	-	ἔνθα	-	-	-	d	-	-	ἔνθα
,	-	-	-	,	-	-	-	u	-	-	,
280μάκρ	-	-	-	ἀμμάκρηκτρος	-	s	-	d	-	-	280μάκρ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἀποσυρίζων	-	-	m	ἀποσυρίζω	-	s	-	v	-	-	ἀποσυρίζων
,	-	-	-	,	-	-	-	u	-	-	,
ἅλιον	a	-	m	ἅλιος	-	s	-	a	-	-	ἅλιον
τὸν	a	-	m	ὁ	-	s	-	l	-	-	τὸν
μῦθον	a	-	m	μῦθος	-	s	-	n	-	-	μῦθον
ἀκούων	n	-	m	ἀκούω	-	s	-	v	-	-	ἀκούων
.	-	-	-	.	-	-	-	u	-	-	.
τὸν	a	-	m	ὁ	-	s	-	l	-	-	τὸν
δ	-	-	-	δέ	-	-	-	-	-	-	δ
᾽	-	-	-	̓	-	-	-	p	-	-	 ̓
ἁπαλὸν	a	-	m	ἁπαλός	-	s	-	a	-	-	ἁπαλὸν
γελάσας	-	-	m	γελάω	-	s	-	v	-	-	γελάσας
προσέφη	-	-	-	πρόσφημι	-	s	-	v	-	-	προσέφη
ἑκάεργος	n	-	m	Ἑκάεργος	-	s	-	a	-	-	ἑκάεργος
Ἀπόλλων	-	-	m	Ἀπόλλων	-	s	-	n	-	-	Ἀπόλλων
:	-	-	-	:	-	-	-	u	-	-	:
ὦ	-	-	-	ὦ	-	s	-	v	-	-	ὦ
πέπον	-	-	m	πέπων	-	s	-	a	-	-	πέπον
,	-	-	-	,	-	-	-	u	-	-	,
ἠπεροπευτά	-	-	-	ἠπεροπευτής	-	s	-	a	-	-	ἠπεροπευτά
,	-	-	-	,	-	-	-	u	-	-	,
δολοφραδές	-	-	-	δολοφραδής	-	s	-	a	-	-	δολοφραδές
,	-	-	-	,	-	-	-	u	-	-	,
ἦ	-	-	-	ἦ	-	s	-	v	-	-	ἦ
σε	-	-	-	σύ	-	s	-	-	-	-	σε
μάλ	-	-	-	μάλα	-	-	-	-	-	-	μάλ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
οἴω	-	-	-	οἴομαι	-	s	-	v	-	-	οἴω
πολλάκις	-	-	-	πολλάκις	-	-	-	d	-	-	πολλάκις
ἀντιτοροῦντα	a	-	m	ἀντιτορέω	-	s	-	v	-	-	ἀντιτοροῦντα
δόμους	a	-	m	δόμος	-	s	-	n	-	-	δόμους
εὖ	-	-	-	εὖ	-	-	-	a	-	-	εὖ
ναιετάοντας	a	-	m	ναιετάω	-	-	-	v	-	-	ναιετάοντας
ἔννυχον	-	-	-	ἔννυχος	-	s	-	a	-	-	ἔννυχον
οὐχ	-	-	-	οὐ	-	-	-	d	-	-	οὐχ
ἕνα	a	-	-	εἷς	-	s	-	n	-	-	ἕνα
μοῦνον	a	-	m	μόνος	-	s	-	a	-	-	μοῦνον
ἐπ	-	-	-	ἐπί	-	-	-	-	-	-	ἐπ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
οὔδεϊ	-	-	-	οὖδας	-	s	-	n	-	-	οὔδεϊ
φῶτα	-	-	m	φώς	-	s	-	n	-	-	φῶτα
καθίσσαι	-	-	-	καθίζω	-	-	-	v	-	-	καθίσσαι
,	-	-	-	,	-	-	-	u	-	-	,
285σκευάζοντα	a	-	m	ἀσοσκευάζω	-	s	-	v	-	-	285σκευάζοντα
κατ	-	-	-	κατά	-	-	-	-	-	-	κατ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
οἶκον	-	-	m	οἶκος	-	s	-	n	-	-	οἶκον
ἄτερ	-	-	-	ἄτερ	-	-	-	n	-	-	ἄτερ
ψόφου	-	-	m	ψόφος	-	s	-	n	-	-	ψόφου
,	-	-	-	,	-	-	-	u	-	-	,
οἷ	-	-	-	ἕ	-	s	-	d	-	-	οἷ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἀγορεύεις	-	-	-	ἀγορεύω	-	s	-	v	-	-	ἀγορεύεις
:	-	-	-	:	-	-	-	u	-	-	:
πολλοὺς	a	-	m	πολύς	-	-	-	a	-	-	πολλοὺς
δ	-	-	-	δέ	-	-	-	n	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἀγραύλους	a	-	m	ἄγραυλος	-	-	-	a	-	-	ἀγραύλους
ἀκαχήσεις	-	-	-	ἀχεύω	-	s	-	n	-	-	ἀκαχήσεις
μηλοβοτῆρας	-	-	m	μηλοβοτήρ	-	p	-	n	-	-	μηλοβοτῆρας
οὔρεος	-	-	-	ὄρος	-	s	-	n	-	-	οὔρεος
ἐν	-	-	-	ἐν	-	-	-	n	-	-	ἐν
βήσσῃς	-	-	-	βῆσσα	-	p	-	n	-	-	βήσσῃς
,	-	-	-	,	-	-	-	u	-	-	,
ὁπότ	-	-	-	ὁπότε	-	-	-	d	-	-	ὁπότ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἄν	-	-	-	ἄν1	-	-	-	d	-	-	ἄν
κρειῶν	-	-	-	κρέας	-	p	-	n	-	-	κρειῶν
ἐρατίζων	-	-	m	ἐρατίζω	-	s	-	v	-	-	ἐρατίζων
ἀντᾷς	-	-	-	ἀντάω	-	s	-	v	-	-	ἀντᾷς
βουκολίοισι	-	-	-	βουκόλιον	-	p	-	n	-	-	βουκολίοισι
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
εἰροπόκοις	-	-	-	εἰροπόκος	-	p	-	a	-	-	εἰροπόκοις
ὀίεσσιν	-	-	-	ὄις	-	p	-	n	-	-	ὀίεσσιν
.	-	-	-	.	-	-	-	u	-	-	.
ἀλλ	-	-	-	ἀλλά	-	-	-	d	-	-	ἀλλ
᾽	-	-	-	̓	-	-	-	-	-	-	 ̓
ἄγε	-	-	-	ἄγε	-	-	-	d	-	-	ἄγε
,	-	-	-	,	-	-	-	u	-	-	,
μὴ	-	-	-	μή	-	-	-	d	-	-	μὴ
πύματόν	-	-	-	πύματος	-	s	-	a	-	-	πύματόν
τε	-	-	-	τε	-	-	-	d	-	-	τε
καὶ	-	-	-	καί	-	-	-	c	-	-	καὶ
ὕστατον	-	-	-	ὕστερος	-	s	-	a	-	-	ὕστατον
ὕπνον	-	-	-	ὕπνος	-	s	-	n	-	-	ὕπνον
ἰαύσῃς	-	-	-	ἰαύω	-	s	-	v	-	-	ἰαύσῃς
,	-	-	-	,	-	-	-	u	-	-	,
290ἐκ	-	-	-		-	s	-	a	-	-	290ἐκ
λίκνου	-	-	-	λίκνος	-	s	-	n	-	-	λίκνου
κατάβαινε	-	-	-	καταβαίνω	-	s	-	v	-	-	κατάβαινε
,	-	-	-	,	-	-	-	u	-	-	,
μελαίνης	-	-	f	μέλας	-	s	-	n	-	-	μελαίνης
νυκτὸς	-	-	-	νύξ	-	s	-	n	-	-	νυκτὸς
ἑταῖρε	-	-	-	ἑταῖρος	-	s	-	n	-	-	ἑταῖρε
.	-	-	-	.	-	-	-	u	-	-	.
τοῦτο	-	-	-	οὗτος	-	s	-	p	-	-	τοῦτο
γὰρ	-	-	-	γάρ	-	-	-	d	-	-	γὰρ
οὖν	-	-	-	οὖν	-	-	-	d	-	-	οὖν
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
ἔπειτα	-	-	-	ἔπειτα	-	-	-	d	-	-	ἔπειτα
μετ	-	-	-	μετά	-	-	-	d	-	-	μετ
᾽	-	-	-	̓ ̓	-	-	-	p	-	-	 ̓
ἀθανάτοις	-	-	-	ἀθάνατος	-	-	-	a	-	-	ἀθανάτοις
γέρας	-	-	-	γέρας	-	s	-	n	-	-	γέρας
ἕξεις	-	-	-	ἔχω	-	-	-	n	-	-	ἕξεις
.	-	-	-	.	-	-	-	u	-	-	.
ἀρχὸς	n	-	m	ἀρχός	-	s	-	n	-	-	ἀρχὸς
φηλητέων	g	-	m	φηλητής	-	p	-	n	-	-	φηλητέων
κεκλήσεαι	-	-	-	καλέω	-	s	-	v	-	-	κεκλήσεαι
ἤματα	n	-	n	ἦμαρ	-	p	-	n	-	-	ἤματα
πάντα	a	-	n	πᾶς	-	p	-	a	-	-	πάντα
.	-	-	-	.	-	-	-	u	-	-	.
ὣς	-	-	-	ὡς	-	-	-	d	-	-	ὣς
ἄρ	-	-	-	ἄρα	-	-	-	-	-	-	ἄρ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἔφη	-	-	-	φημί	-	s	-	v	-	-	ἔφη
καὶ	-	-	-	καί	-	-	-	c	-	-	καὶ
παῖδα	-	-	-	παῖς	-	s	-	n	-	-	παῖδα
λαβὼν	n	-	m	λαμβάνω	-	s	-	v	-	-	λαβὼν
φέρε	-	-	-	φέρω	-	s	-	v	-	-	φέρε
Φοῖβος	n	-	m	Φοῖβος	-	s	-	n	-	-	Φοῖβος
Ἀπόλλων	n	-	m	Ἀπόλλων	-	s	-	n	-	-	Ἀπόλλων
.	-	-	-	.	-	-	-	u	-	-	.
σὺν	-	-	-	σύν	-	-	-	r	-	-	σὺν
δ	-	-	-	δέ	-	-	-	n	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	d	-	-	 ̓
ἄρα	-	-	-	ἄρα	-	-	-	d	-	-	ἄρα
φρασσάμενος	n	-	m	φράζω	-	s	-	v	-	-	φρασσάμενος
τότε	-	-	-	τότε	-	-	-	d	-	-	τότε
δὴ	-	-	-	δή	-	-	-	d	-	-	δὴ
κρατὺς	-	-	m	κρατύς	-	s	-	a	-	-	κρατὺς
Ἀργειφόντης	n	-	m	Ἀργειφόντης	-	s	-	a	-	-	Ἀργειφόντης
295οἰωνὸν	a	-	m	ἠεοιωνός	-	s	-	a	-	-	295οἰωνὸν
προέηκεν	-	-	-	προίημι	-	s	-	v	-	-	προέηκεν
ἀειρόμενος	n	-	m	ἀείρω	-	s	-	v	-	-	ἀειρόμενος
μετὰ	-	-	-	μετά	-	-	-	-	-	-	μετὰ
χερσί	-	-	f	χείρ	-	s	-	n	-	-	χερσί
,	-	-	-	,	-	-	-	u	-	-	,
τλήμονα	a	-	m	τλήμων	-	s	-	a	-	-	τλήμονα
γαστρὸς	-	-	f	γαστήρ	-	s	-	n	-	-	γαστρὸς
ἔριθον	a	-	-		-	s	-	n	-	-	ἔριθον
,	-	-	-	,	-	-	-	u	-	-	,
ἀτάσθαλον	a	-	m	ἀτάσθαλος	-	s	-	a	-	-	ἀτάσθαλον
ἀγγελιώτην	-	-	-	ἀγγελιώτης	-	s	-	n	-	-	ἀγγελιώτην
.	-	-	-	.	-	-	-	u	-	-	.
ἐσσυμένως	-	-	-	ἐσσύμενος	-	-	-	d	-	-	ἐσσυμένως
δὲ	-	-	-	δέ	-	-	-	d	-	-	δὲ
μετ	-	-	-	μετά	-	-	-	d	-	-	μετ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
αὐτὸν	-	-	-	αὐτός	-	s	-	p	-	-	αὐτὸν
ἐπέπταρε	-	-	-	ἐπιπταρέω	-	s	-	v	-	-	ἐπέπταρε
:	-	-	-	:	-	-	-	u	-	-	:
τοῖο	-	-	-	ὁ	-	s	-	p	-	-	τοῖο
δ	-	-	-	δ	-	-	-	-	-	-	δ
᾽	-	-	-	̓	-	-	-	-	-	-	 ̓
Ἀπόλλων	-	-	-	Ἀπόλλων	-	s	-	n	-	-	Ἀπόλλων
ἔκλυεν	-	-	-	κλύω	-	s	-	v	-	-	ἔκλυεν
,	-	-	-	,	-	-	-	u	-	-	,
ἐκ	-	-	-	ἐκ	-	-	-	-	-	-	ἐκ
χειρῶν	-	-	-	χείρ	-	s	-	n	-	-	χειρῶν
δὲ	-	-	-	δέ	-	-	-	d	-	-	δὲ
χαμαὶ	-	-	-	χαμαί	-	-	-	d	-	-	χαμαὶ
βάλε	-	-	-	βάλλω	-	s	-	v	-	-	βάλε
κύδιμον	a	-	-	κύδιμος	-	s	-	a	-	-	κύδιμον
Ἑρμῆν	-	-	-	Ἑρμῆς	-	s	-	n	-	-	Ἑρμῆν
.	-	-	-	.	-	-	-	u	-	-	.
ἕζετο	-	-	-	ἕζομαι	i	s	-	v	-	-	ἕζετο
δὲ	-	-	-	δέ	-	-	-	c	-	-	δὲ
προπάροιθε	-	-	-	προπάροιθε	-	-	-	v	-	-	προπάροιθε
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
ἐσσύμενός	-	-	-	σεύω	-	s	-	v	-	-	ἐσσύμενός
περ	-	-	-	πέρ	-	-	-	d	-	-	περ
ὁδοῖο	-	-	-	ὁδός	-	s	-	n	-	-	ὁδοῖο
300Ἑρμῆν	-	-	-		-	s	-	n	-	-	300Ἑρμῆν
κερτομέων	-	-	m	κερτομέω	-	s	-	v	-	-	κερτομέων
καί	-	-	-	καί	-	-	-	d	-	-	καί
μιν	-	-	-	μιν	-	s	-	d	-	-	μιν
πρὸς	-	-	-	πρός	-	-	-	d	-	-	πρὸς
μῦθον	-	-	m	μῦθος	-	s	-	n	-	-	μῦθον
ἔειπε	-	-	-	εἶπον	-	s	-	v	-	-	ἔειπε
:	-	-	-	:	-	-	-	v	-	-	:
θάρσει	-	-	-	θαρσέω	-	s	-	v	-	-	θάρσει
,	-	-	-	,	-	-	-	u	-	-	,
σπαργανιῶτα	-	-	-	σπαργανιώτης	-	s	-	v	-	-	σπαργανιῶτα
,	-	-	-	,	-	-	-	u	-	-	,
Διὸς	-	-	-	Ζεύς	-	s	-	n	-	-	Διὸς
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
Μαιάδος	-	-	-	Μαιάς	-	s	-	n	-	-	Μαιάδος
υἱέ	-	-	-	υἱός	-	s	-	n	-	-	υἱέ
:	-	-	-	:	-	-	-	u	-	-	:
εὑρήσω	-	-	-	εὑρίσκω	-	s	-	v	-	-	εὑρήσω
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
ἔπειτα	-	-	-	ἔπειτα	-	-	-	d	-	-	ἔπειτα
βοῶν	-	-	-	βοῦς	-	s	-	n	-	-	βοῶν
ἴφθιμα	-	-	-	ἴφθιμος	-	s	-	a	-	-	ἴφθιμα
κάρηνα	-	-	-	κάρηνον	-	p	-	n	-	-	κάρηνα
τούτοις	-	-	m	οὗτος	-	p	-	p	-	-	τούτοις
οἰωνοῖσι	-	-	m	οἰωνός	-	p	-	n	-	-	οἰωνοῖσι
:	-	-	-	:	-	-	-	u	-	-	:
σὺ	-	-	-	σύ	-	s	-	p	-	-	σὺ
δ	-	-	-	δέ	-	-	-	n	-	-	δ
᾽	-	-	-	̓	-	-	-	-	-	-	 ̓
αὖθ	-	-	-	αὖτε	-	-	-	d	-	-	αὖθ
᾽	-	-	-	̓	-	-	-	-	-	-	 ̓
ὁδὸν	a	-	-	ὁδός	-	s	-	n	-	-	ὁδὸν
ἡγεμονεύσεις	-	-	-	ἡγεμονεύω	-	-	-	v	-	-	ἡγεμονεύσεις
.	-	-	-	.	-	-	-	u	-	-	.
ὣς	-	-	-	ὡς	-	-	-	d	-	-	ὣς
φάθ	-	-	-	φημί	-	-	-	-	-	-	φάθ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
:	-	-	-	:	-	-	-	u	-	-	:
ὃ	-	-	-	ὅς	-	-	-	p	-	-	ὃ
δ	-	-	-	δέ	-	-	-	-	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
αὖτ	-	-	-	αὖτε	-	-	-	d	-	-	αὖτ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἀνόρουσε	-	-	-	ἀνορούω	-	s	-	v	-	-	ἀνόρουσε
θοῶς	-	-	-	θοός	-	-	-	d	-	-	θοῶς
Κυλλήνιος	-	-	-	Κυλλήνιος	-	s	-	a	-	-	Κυλλήνιος
Ἑομῆς	-	-	-	Ἑομή	-	s	-	a	-	-	Ἑομῆς
,	-	-	-	,	-	-	-	u	-	-	,
305σπουδῇ	-	-	-	ἐμσουδή	-	s	-	d	-	-	305σπουδῇ
ἰών	-	-	-	εἶμι	-	-	-	v	-	-	ἰών
:	-	-	-	:	-	-	-	u	-	-	:
ἄμφω	-	-	-	ἄμφω	-	-	-	a	-	-	ἄμφω
δὲ	-	-	-	δέ	-	-	-	c	-	-	δὲ
παρ	-	-	-	παρά	-	-	-	-	-	-	παρ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
οὔατα	-	-	-	οὖτας	-	-	-	n	-	-	οὔατα
χερσὶν	-	-	-	χείρ	-	s	-	n	-	-	χερσὶν
ἐώθει	-	-	-	ἔθω	-	s	-	v	-	-	ἐώθει
σπάργανον	-	-	-	σπάργανος	-	s	-	n	-	-	σπάργανον
ἀμφ	-	-	-	ἀμφί	-	-	-	-	-	-	ἀμφ
᾽	-	-	-	̓	-	-	-	-	-	-	 ̓
ὤμοισιν	-	-	-	ὦμος	-	s	-	n	-	-	ὤμοισιν
ἐελμένος	-	-	-	εἴλω	-	s	-	v	-	-	ἐελμένος
,	-	-	-	,	-	-	-	u	-	-	,
εἶπε	-	-	-	εἶπον	-	s	-	v	-	-	εἶπε
δὲ	-	-	-	δέ	-	-	-	c	-	-	δὲ
μῦθον	-	-	-	μῦθος	-	s	-	n	-	-	μῦθον
:	-	-	-	:	-	-	-	u	-	-	:
πῆ	-	-	-	πῆ	-	s	-	p	-	-	πῆ
με	-	-	-	ἐγώ	-	s	-	p	-	-	με
φέρεις	-	-	-	φέρω	-	s	-	v	-	-	φέρεις
,	-	-	-	,	-	-	-	u	-	-	,
Ἑκάεργε	-	-	-	Ἑκάεργος	-	s	-	v	-	-	Ἑκάεργε
,	-	-	-	,	-	-	-	u	-	-	,
θεῶν	-	-	-	θεός	-	s	-	n	-	-	θεῶν
ζαμενέστατε	-	-	-	ζαμενής	-	-	-	v	-	-	ζαμενέστατε
πάντων	-	-	m	πᾶς	-	-	-	p	-	-	πάντων
;	-	-	-	;	-	-	-	u	-	-	;
ἦ	-	-	-	ἦ	-	s	-	v	-	-	ἦ
με	-	-	-	ἐγώ	-	s	-	p	-	-	με
βοῶν	-	-	-	βοόω	-	s	-	v	-	-	βοῶν
ἕνεχ	-	-	-	ἕνεκ	-	s	-	v	-	-	ἕνεχ
᾽	-	-	-	̓̓	-	-	-	-	-	-	 ̓
ὧδε	-	-	-	ὧδε	-	-	-	d	-	-	ὧδε
χολούμενος	-	-	-	χολόω	-	s	-	v	-	-	χολούμενος
ὀρσολοπεύεις	-	-	-	ὀρσολοπεύω	-	s	-	v	-	-	ὀρσολοπεύεις
;	-	-	-	;	-	-	-	u	-	-	;
ὦ	-	-	-	ὦ	-	-	-	v	-	-	ὦ
πόποι	-	-	-	πόποι	-	-	-	v	-	-	πόποι
,	-	-	-	,	-	-	-	u	-	-	,
εἴθ	-	-	-	εἴτε	-	-	-	v	-	-	εἴθ
᾽	-	-	-	̓̓	-	-	-	-	-	-	 ̓
ἀπόλοιτο	-	-	-	ἀπόλλυμι	-	s	-	v	-	-	ἀπόλοιτο
βοῶν	-	-	-	βοῦς	-	-	-	v	-	-	βοῶν
γένος	-	-	-	γένος	-	s	-	n	-	-	γένος
:	-	-	-	:	-	-	-	u	-	-	:
οὐ	-	-	-	οὐ	-	-	-	d	-	-	οὐ
γὰρ	-	-	-	γάρ	-	-	-	p	-	-	γὰρ
ἐγώ	-	-	-	ἐγώ	-	s	-	p	-	-	ἐγώ
γε	-	-	-	γε	-	-	-	d	-	-	γε
310ὑμετέρας	-	-	-		-	s	-	a	-	-	310ὑμετέρας
ἔκλεψα	-	-	-	κλέπτω	-	s	-	v	-	-	ἔκλεψα
βόας	-	-	-	βοῦς	-	s	-	v	-	-	βόας
οὐδ	-	-	-	οὐδέ	-	-	-	d	-	-	οὐδ
᾽	-	-	-	̓	-	-	-	-	-	-	 ̓
ἄλλον	-	-	-	ἄλλος	-	s	-	p	-	-	ἄλλον
ὄπωπα	-	-	-	ὁράω	-	s	-	v	-	-	ὄπωπα
,	-	-	-	,	-	-	-	u	-	-	,
αἵτινες	-	-	-	ὅστις	-	s	-	p	-	-	αἵτινες
αἱ	-	-	-	ὁ	-	p	-	l	-	-	αἱ
βόες	-	-	-	βοῦς	-	-	-	n	-	-	βόες
εἰσί	-	-	-	εἰμί	-	p	-	v	-	-	εἰσί
:	-	-	-	:	-	-	-	u	-	-	:
τὸ	-	-	-	ὁ	-	s	-	l	-	-	τὸ
δὲ	-	-	-	δέ	-	-	-	c	-	-	δὲ
κλέος	a	-	-	κλέος	-	s	-	n	-	-	κλέος
οἶον	-	-	-	οἶος	-	s	-	a	-	-	οἶον
ἀκούω	-	-	-	ἀκούω	-	s	-	v	-	-	ἀκούω
.	-	-	-	.	-	-	-	u	-	-	.
δὸς	-	-	-	δίδωμι	-	s	-	v	-	-	δὸς
δὲ	-	-	-	δέ	-	-	-	d	-	-	δὲ
δίκην	-	-	-	δίκη	-	s	-	n	-	-	δίκην
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
δέξο	-	-	-	δέχομαι	-	s	-	n	-	-	δέξο
παρὰ	-	-	-	παρά	-	-	-	n	-	-	παρὰ
Ζηνὶ	-	-	-	Ζεύς	-	s	-	n	-	-	Ζηνὶ
Κρονίωνι	-	-	m	Κρονίων	-	s	-	n	-	-	Κρονίωνι
.	-	-	-	.	-	-	-	u	-	-	.
αὐτὰρ	-	-	-	ἀτάρ	-	-	-	c	-	-	αὐτὰρ
ἐπεὶ	-	-	-	ἐπεί	-	-	-	c	-	-	ἐπεὶ
τὰ	-	-	-	ὁ	-	-	-	l	-	-	τὰ
ἕκαστα	-	-	-	ἕκαστος	-	-	-	a	-	-	ἕκαστα
διαρρήδην	-	-	-	διαρρήδην	-	-	-	a	-	-	διαρρήδην
ἐρίδαινον	-	-	-	ἐριδαίνω	-	s	-	a	-	-	ἐρίδαινον
Ἑρμῆς	n	-	m	Ἑρμῆς	-	s	-	n	-	-	Ἑρμῆς
τ	-	-	-	τε	-	s	-	c	-	-	τ
᾽	-	-	-	̓ ̓	-	-	-	c	-	-	 ̓
οἰοπόλος	n	-	m	οἰοπόλος	-	s	-	a	-	-	οἰοπόλος
καὶ	-	-	-	καί	-	-	-	c	-	-	καὶ
Λητοῦς	n	-	f	Λητώ	-	s	-	n	-	-	Λητοῦς
ἀγλαὸς	n	-	m	ἀγλαός	-	s	-	a	-	-	ἀγλαὸς
υἱός	n	-	m	υἱός	-	s	-	n	-	-	υἱός
,	-	-	-	,	-	-	-	u	-	-	,
315ἀμφὶς	n	-	m	ἐααμφίς	-	s	-	n	-	-	315ἀμφὶς
θυμὸν	a	-	m	θυμός	-	s	-	n	-	-	θυμὸν
ἔχοντες	n	-	m	ἔχω	-	p	-	v	-	-	ἔχοντες
.	-	-	-	.	-	-	-	u	-	-	.
ὃ	a	-	n	ὅς	-	s	-	p	-	-	ὃ
μὲν	-	-	-	μέν	-	-	-	d	-	-	μὲν
νημερτέα	-	-	-	νημερτής	-	s	-	a	-	-	νημερτέα
